Betreiber;Art der Ladeeinrichung;Anzahl Ladepunkte;Steckertypen1;Steckertypen2;Steckertypen3;Steckertypen4;P1 [kW];P2 [kW];P3 [kW];P4 [kW];Nennleistung Ladeeinrichtung [kW];Kreis/kreisfreie Stadt;Ort;Postleitzahl;Straße;Hausnummer;Adresszusatz;Inbetriebnahmedatum;koordinaten;Anzeigename (Karte);Steckertypen5;P5 [kW];Public Key5;Steckertypen6;P6 [kW];Public Key6
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;22.0;Landkreis Merzig-Wadern;Wadern;66687;Im Brühl;2;;;49.538236, 6.892324;;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Merzig-Wadern;Beckingen;66701;Bergstraße;48;Deutschherrenhalle;;49.388496, 6.701301;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;3.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);AC Typ 2 Steckdose;;150.0;150.0;22.0;;150.0;Landkreis Merzig-Wadern;Perl;66706;In der Dörrwiese;1-3;;;49.474518, 6.3732240000000004;;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Merzig-Wadern;Weiskirchen;66709;Kurparkstraße;4;Parkplatz Parkhotel Weiskirchen;;49.55822, 6.823743;;;;;;;
Comfortcharge GmbH;Schnellladeeinrichtung;3.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);AC Typ 2 Steckdose;;150.0;100.0;22.0;;150.0;Landkreis Neunkirchen;Neunkirchen;66538;Haydnstr.11/Wellesweilerstr.;100;;;49.35246, 7.1851;Comfort Charge;;;;;;
KEW Kommunale Energie- und Wasserversorgung AGinfo@kew.de;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Neunkirchen;Neunkirchen;66538;Zoostraße;25;;;49.344778, 7.204945;KEW AG Neunkirchen;;;;;;
KEW Kommunale Energie- und Wasserversorgung AGinfo@kew.de;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Neunkirchen;Neunkirchen;66538;Wolsztyner Platz;1;;;49.351743, 7.176021;KEW AG Neunkirchen;;;;;;
KEW Kommunale Energie- und Wasserversorgung AGinfo@kew.de;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Neunkirchen;Neunkirchen;66538;Uhlandstraße;1;2. Ladesäule, Parkplatz Finanzamt-Bachschule;;49.35014, 7.17979;KEW AG Neunkirchen;;;;;;
KEW Kommunale Energie- und Wasserversorgung AGinfo@kew.de;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;300.0;Landkreis Neunkirchen;Neunkirchen;66538;Margarethe-Bacher-Straße;1;KEW/Globus DC Lader links;;49.34568, 7.16795;KEW AG Neunkirchen;;;;;;
KEW Kommunale Energie- und Wasserversorgung AGinfo@kew.de;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;300.0;Landkreis Neunkirchen;Neunkirchen;66538;Margarethe-Bacher-Straße;1;KEW/Globus DC-Lader rechts;;49.34568, 7.16795;KEW AG Neunkirchen;;;;;;
Kaufland Dienstleistung GmbH & Co. KG;Schnellladeeinrichtung;3.0;AC Typ 2 Steckdose;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;11.0;60.0;60.0;;71.0;Landkreis Neunkirchen;Neunkirchen;66538;irkeler Straße;50;KLAND_6880_T65-IT1-3122-158;;49.32978, 7.18517;Kaufland;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Neunkirchen;Illingen;66557;Burgweg;0;;;49.377123, 7.053827;;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Neunkirchen;Illingen;66557;Kapellenstraße;0;Parkplatz Hallenbad;;49.365933, 7.041792;;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;22.0;Landkreis Neunkirchen;Ottweiler;66564;Bahnhofstraße;2;;;49.402312, 7.165839;;;;;;;
Sascha  Mayer;Normalladeeinrichtung;1.0;AC Typ 2 Steckdose;;;;11.0;;;;11.0;Landkreis Neunkirchen;Ottweiler;66564;Käthe-Kollwitz-Weg;9;;;49.399873, 7.179026;;;;;;;
KEW Kommunale Energie- und Wasserversorgung AGinfo@kew.de;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Neunkirchen;Spiesen-Elversberg;66583;Hauptstraße;122;Alter Markt;;49.3142, 7.1518;KEW AG Neunkirchen;;;;;;
Mer Germany GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Neunkirchen;Spiesen-Elversberg;66583;Nassenwald;1;5083;;49.310202, 7.168167;MER Germany;;;;;;
Q-Park Recharge Germany GmbH;Normalladeeinrichtung;4.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";11.0;11.0;11.0;11.0;44.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66111;Schillerplatz;0;Tiefgarage;;49.231397, 6.996527;Q-Park Recharge Germany GmbH;;;;;;
Q-Park Recharge Germany GmbH;Normalladeeinrichtung;4.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";11.0;11.0;11.0;11.0;44.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66111;Talstrasse;38-42;Parkhaus;;49.228219, 6.994163;Q-Park Recharge Germany GmbH;;;;;;
Q-Park Recharge Germany GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";;;11.0;11.0;;;22.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66111;Hafenstrasse;26;Parkhaus;;49.237108, 6.989467;Q-Park Recharge Germany GmbH;;;;;;
Wirelane GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66111;Schillerplatz;4;;;49.232021, 6.995665;Wirelane GmbHww;;;;;;
Energie SaarLorLux AG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66111;Trierer Straße;1;;;49.239308, 6.989924;Energie SaarLorLux AG;;;;;;
Energie SaarLorLux AG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66111;Landwehrplatz;6;;;49.233642, 7.00155;Energie SaarLorLux AG;;;;;;
Energie SaarLorLux AG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66111;Johannisstr.;2;;;49.23638, 6.99745;Energie SaarLorLux AG;;;;;;
Energie SaarLorLux AG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;22.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66111;An der Saarlandhalle;1;;;49.24978, 6.9844;Energie SaarLorLux AG;;;;;;
Claus Heinemann Elektroanlagen GmbH;Normalladeeinrichtung;4.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;AC Typ 2 Steckdose;AC Typ 2 Steckdose;11.0;11.0;11.0;11.0;11.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66113;Europaallee;14;;;49.242317, 6.988525;ChargeOne;;;;;;
Energie SaarLorLux AG;Normalladeeinrichtung;1.0;AC Typ 2 Steckdose;;;;22.0;;;;22.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66113;Europaallee;16;;;49.242116, 6.9892;Energie SaarLorLux AG;;;;;;
Energie SaarLorLux AG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66113;Europaallee;22;;;49.243103, 6.991138;Energie SaarLorLux AG;;;;;;
Pfalzwerke AG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66115;Käthe-Kollwitz-Str.;16;;;49.237235, 6.960218;Pfalzwerke AG;;;;;;
Energie SaarLorLux AG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66115;Altenkesseler Straße;17/B1;;;49.2463, 6.937332;Energie SaarLorLux AG;;;;;;
Autohaus Scherer GmbH & Co. KG;Normalladeeinrichtung;1.0;AC Typ 2 Steckdose;;;;11.0;;;;11.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66115;Wiesenstraße;3;;;49.23672, 6.968156;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";;;43.0;50.0;;;93.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66117;Autobahnraststätte Goldene Bremm Nord;0;BAB6;;49.209508, 6.966453;;;;;;;
ALDI SÜD Immobilienverwaltungs-GmbH & Co. oHG;Schnellladeeinrichtung;3.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);AC Typ 2 Steckdose;;150.0;150.0;22.0;;150.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66117;Hirtenwies;4;;;49.13069, 6.58065;ALDI SÜD;;;;;;
OMS Prüfservice GmbH;Normalladeeinrichtung;1.0;AC Typ 2 Steckdose;;;;22.0;;;;22.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66119;Armand Peugeot Straße;1;;;49.20008, 7.01959;;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;22.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66121;Landwehrplatz;0;;;49.233468, 7.001607;;;;;;;
BP Europa SE;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66121;Mainzer Straße;273;;;49.225529, 7.029961;Aral Pulse;;;;;;
Energie SaarLorLux AG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;22.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66123;Campus;1;Vor Gebäude C3.1;;49.254896, 7.042055;Energie SaarLorLux AG;;;;;;
Lidl Dienstleistung GmbH & Co. KGe;Schnellladeeinrichtung;3.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; DC Fahrzeugkupplung Typ Combo 2 (CCS)";"AC Typ 2 Fahrzeugkupplung; DC CHAdeMO";;20.0;50.0;50.0;;72.0;Landkreis Regionalverband Saarbrücken;Saarbrücken-Dudweiler;66125;Sulzbachtalstr.;86-90;LDE_4137_T54-HU1-3721-070;;49.271781, 7.021371;Lidl;;;;;;
amperio GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66125;Fischbachstraße;121;;;49.289311, 7.026474;amperio GmbH (DEAMP);;;;;;
ALDI SÜD Immobilienverwaltungs-GmbH & Co. oHG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66128;Hauptstraße;10;;;49.236714, 6.940811;ALDI SÜD;;;;;;
Energie SaarLorLux AG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Saarbrücken;66131;Balthasar-Goldstein-Str.;0;;;49.220441, 7.11269;Energie SaarLorLux AG;;;;;;
ALDI SÜD Immobilienverwaltungs-GmbH & Co. oHG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Sulzbach;66280;Mellinweg;12;;;49.302862, 7.061386;ALDI SÜD;;;;;;
Stadtwerke Sulzbach Saar GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Regionalverband Saarbrücken;Sulzbach;66280;Sulzbachtalstraße;20;;;49.298439, 7.060865;;;;;;;
TÜV Saarland e.V.;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Regionalverband Saarbrücken;Sulzbach;66280;Am Tüv;1;;;49.303327, 7.048569;;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;22.0;Landkreis Regionalverband Saarbrücken;Göttelborn;66287;Zum Schacht;3;;;49.344066, 7.032477;;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Riegelsberg;66292;Am Wäldchen;0;Parkplatz Riegelsberghalle;;49.307825, 6.936188;;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Bildstock;66299;Illinger Straße;1;;;49.332521, 7.095006;;;;;;;
IB Theis & Frank;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;11.0;Landkreis Regionalverband Saarbrücken;Friedrichsthal;66299;Rosenstraße;16;;;49.32586, 7.101035;;;;;;;
Auto Fixemer GmbH;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;11.0;;;;11.0;Landkreis Regionalverband Saarbrücken;Friedrichsthal;66299;An der Grühlingseiche;1;"Direkt an der Autobahn 623 Abfahrt Sulzbach-Altenwald aus Richtung Saarbrücken rechts abbiegen.
Aus Richtung A8 an der Ausfahrt zweimal rechts";;49.313181, 7.068315;;;;;;;
ALDI SÜD Immobilienverwaltungs-GmbH & Co. oHG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Völklingen;66333;Im Betzen;1;;;49.248752, 6.862715;ALDI SÜD;;;;;;
amperio GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Völklingen;66333;Rathausstraße;53;;;49.248558, 6.85113;amperio GmbH (DEAMP);;;;;;
Stadtwerke Völklingen Vertrieb GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Völklingen;66333;Poststraße;1;;;49.250064, 6.851486;;;;;;;
Stadtwerke Völklingen Vertrieb GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Völklingen;66333;Hohenzollernstraße;10;;;49.251725, 6.860141;;;;;;;
Stadtwerke Völklingen Vertrieb GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Völklingen;66333;Völklingen Straße;65;;;49.221753, 6.808614;;;;;;;
Stadtwerke Völklingen Vertrieb GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Völklingen;66333;Bismarckstr.;31;;;49.251143, 6.853385;;;;;;;
Stadtwerke Völklingen Vertrieb GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Völklingen;66333;Köhlerstr.;2;Glashüttenplatz;;49.183599, 6.745313;;;;;;;
Stadtwerke Völklingen Vertrieb GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Völklingen;66333;Völklinger Str.;65;Friedrich-Ebert-Platz;;49.221729, 6.808417;;;;;;;
Stadtwerke Völklingen Vertrieb GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Völklingen;66333;Homburger Str.;40;;;49.273286, 6.827508;;;;;;;
Stadtwerke Völklingen Vertrieb GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;50.0;50.0;;;100.0;Landkreis Regionalverband Saarbrücken;Völklingen;66333;Stadionstr.;1;;;49.251693, 6.860799;;;;;;;
Andrzej Gonsior;Normalladeeinrichtung;1.0;AC Typ 2 Steckdose;;;;11.0;;;;11.0;Landkreis Regionalverband Saarbrücken;Püttlingen;66346;Überhofer Straße;24;;;49.310035, 6.916915;;;;;;;
Jörg Geibel;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;11.0;;;;11.0;Landkreis Regionalverband Saarbrücken;Püttlingen;66346;Marienstraße;14;;;49.286163, 6.888539;;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Regionalverband Saarbrücken;Großrosseln;66352;Lauterbacher Str.;6;;;49.174058, 6.809735;;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Bous;66359;Mannesmannstraße;4;;;49.278093, 6.793272;;;;;;;
Gas- und Wasserwerke Bous-Schwalbach GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Saarlouis;Bous;66359;Saarbrücker Str.;195;Parkplatz Betriebshof;;49.281918, 6.786928;;;;;;;
Pfalzwerke AG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Saarlouis;Bous;66359;Saarbrücker Str.;197;EKC Einkaufscenter Bous;;49.28477, 6.78569;Pfalzwerke AG;;;;;;
Pfalzwerke AG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Saarlouis;Bous;66359;Saarbrücker Str.;197;EKC Einkaufscenter Bous;;49.28477, 6.78569;Pfalzwerke AG;;;;;;
EWE Go GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;320.0;320.0;;;320.0;Landkreis Saarlouis;Saarlouis;66740;Provinzialstr.;248;;;49.289048, 6.760031;EWE Go GmbH;;;;;;
Stadtwerke Saarlouis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Saarlouis;66740;Hohenzollernring;0;;;49.313697, 6.75428;;;;;;;
Stadtwerke Saarlouis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Saarlouis;66740;Am Bahndamm;0;;;49.327162, 6.74919;;;;;;;
Stadtwerke Saarlouis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Saarlouis;66740;Provinzialstraße;242;;;49.290541, 6.759095;;;;;;;
Stadtwerke Saarlouis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Saarlouis;66740;Großer Markt;0;;;49.316173, 6.750567;;;;;;;
Stadtwerke Saarlouis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Saarlouis;66740;Marktplatz;0;Stadtteil Roden;;49.329968, 6.747612;;;;;;;
Stadtwerke Saarlouis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Saarlouis;66740;Ulanenstr.;0;Vereinshaus Fraulautern;;49.325261, 6.768839;;;;;;;
Stadtwerke Saarlouis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Saarlouis;66740;Neuhofstr.;0;ggü. Kirche Stadtteil Neuforweiler;;49.286214, 6.730184;;;;;;;
Stadtwerke Saarlouis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Saarlouis;66740;Saarbrücker Str.;95;;;49.320791, 6.774394;;;;;;;
Isabell De Saedeleer;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Saarlouis;Saarlouis;66740;Kavalleriestraße;0;gegenüber 24;;49.31551, 6.753346;Brand Energy;;;;;;
Isabell De Saedeleer;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Saarlouis;Saarlouis;66740;Bibelstraße;0;erste Parkinsel;;49.314609, 6.752978;Brand Energy;;;;;;
Isabell De Saedeleer;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Saarlouis;Saarlouis;66740;Vaubanstraße;5;gegenüber Apotheke;;49.314544, 6.74311;Brand Energy;;;;;;
Isabell De Saedeleer;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Saarlouis;Saarlouis;66740;Pavillonstraße;6;gegenüber Einfahrt Adlerstraße;;49.316948, 6.749724;Brand Energy;;;;;;
Friedrich;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;11.0;;;;11.0;Landkreis Saarlouis;Saarlouis;66740;Rotbüschstr.;20;;;49.313051, 6.715087;;;;;;;
EWE Go GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Saarlouis;Dillingen;66763;Merziger Straße;85;;;49.356785, 6.719916;EWE Go GmbH;;;;;;
Stadtwerke Dillingen/Saar GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Dillingen/Saar;66763;Odilienplatz;0;;;49.3544, 6.72738;;;;;;;
Stadtwerke Dillingen/Saar GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Dillingen/Saar;66763;Feldstraße;40;;;49.36033, 6.71468;;;;;;;
Netto Marken-Discount Stiftung & Co. KG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);AC Typ 2 Steckdose;;;72.0;22.0;;;72.0;Landkreis Saarlouis;Dillingen;66763;Merziger Str.;77;;;49.35609, 6.71989;;;;;;;
energis GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Saarlouis;Rehlingen-Siersburg;66780;Am Rathaus;0;;;49.363232, 6.666479;;;;;;;
Pfalzwerke AG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Saarlouis;Saarlouis;66780;Schanzenstraße;18;;;49.3244, 6.74869;Pfalzwerke AG;;;;;;
Gemeindewerke Wadgassen GmbH;Schnellladeeinrichtung;3.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);AC Typ 2 Fahrzeugkupplung;AC Typ 2 Fahrzeugkupplung;;150.0;22.0;22.0;;150.0;Landkreis Saarlouis;Wadgassen;66787;Am Abteihof;1;;;49.271529, 6.792587;;;;;;;
Stefan Comtesse;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;11.0;;;;11.0;Landkreis Saarlouis;Wadgassen;66787;Im Naubrauch;7;;;49.252047, 6.806573;;;;;;;
